osm_id,code,fclass,name,layer,bridge,tunnel,geometry
166899717,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9976238 22.4590936, 113.9976392 22.4590722, 113.997658 22.4590498, 113.9976761 22.4590318, 113.9976999 22.4590109, 113.9977228 22.4589942, 113.9977485 22.4589791, 113.9977759 22.4589663, 113.9978064 22.4589554, 113.9978378 22.4589474, 113.9978641 22.4589435, 113.9978897 22.4589412, 113.9979121 22.4589412, 113.9979454 22.4589435, 113.9979742 22.4589472, 113.9980069 22.4589537, 113.99804 22.4589626, 113.9980677 22.4589719, 113.998092 22.4589818, 113.9981199 22.4589947)"
166899718,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9979259 22.458481, 113.9979146 22.4585087, 113.9979029 22.458541, 113.9978944 22.4585712, 113.9978877 22.4586034, 113.9978845 22.4586308, 113.9978845 22.4586635, 113.9978876 22.4586992, 113.9978943 22.4587324, 113.9979045 22.4587689, 113.9979179 22.4588032, 113.9979355 22.4588356, 113.9979524 22.4588602, 113.997972 22.4588837, 113.9979962 22.4589072, 113.9980208 22.4589288, 113.9980609 22.4589589, 113.9980909 22.4589784, 113.9981199 22.4589947)"
166899720,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9981802 22.4589823, 113.9980303 22.4589116, 113.997972 22.4588837, 113.9979526 22.4588745, 113.9979303 22.4588669, 113.9979099 22.4588618, 113.9978873 22.4588579, 113.9978561 22.4588564, 113.9978208 22.4588589, 113.9977917 22.4588645, 113.997765 22.4588731, 113.9977422 22.4588831, 113.9977221 22.4588942, 113.9977041 22.4589063, 113.9976881 22.4589197, 113.9976719 22.4589355, 113.9976611 22.4589478, 113.9976516 22.4589608, 113.9976403 22.4589787)"
166899721,6102,light_rail,輕鐵 Light Rail,1,T,F,"LINESTRING (113.9967997 22.4608937, 113.9967963 22.4610073, 113.9967906 22.4613643, 113.9967902 22.4613822, 113.9967874 22.4615293, 113.9967902 22.461586, 113.9967972 22.4616375, 113.9968118 22.4616961, 113.99683 22.4617483, 113.9968844 22.4618533, 113.9969703 22.4620153, 113.9970562 22.4621773, 113.997145 22.4623449, 113.9971679 22.4623936, 113.9971875 22.4624441, 113.9972034 22.4624957, 113.9972112 22.4625289, 113.9972153 22.4625464, 113.9973612 22.4634669)"
166899722,6102,light_rail,輕鐵 Light Rail,1,T,F,"LINESTRING (113.9974015 22.4634612, 113.9972533 22.4625389, 113.9972492 22.4625213, 113.9972412 22.462487, 113.9972245 22.4624331, 113.997204 22.4623804, 113.9971803 22.4623299, 113.9970911 22.4621615, 113.9970051 22.4619992, 113.996919 22.4618369, 113.9968673 22.4617381, 113.9968493 22.4616866, 113.9968366 22.4616351, 113.996829 22.4615828, 113.9968263 22.4615288, 113.9968291 22.4613828, 113.9968294 22.4613649, 113.9968348 22.4610244, 113.9968391 22.4608969)"
166899724,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9979259 22.458481, 113.9978301 22.4586488, 113.9978123 22.4586778)"
166899725,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9968391 22.4608969, 113.9968432 22.46083, 113.9968495 22.4607657, 113.9968618 22.4606744, 113.9968825 22.4605684, 113.996911 22.4604573, 113.9969406 22.460364, 113.9969716 22.4602826, 113.9970128 22.4601883, 113.9970534 22.460107, 113.9970796 22.4600579, 113.9972168 22.4598117, 113.997302 22.4596606, 113.9974867 22.4593314)"
166899726,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (113.9978123 22.4586778, 113.9977909 22.4587071, 113.9977693 22.4587344, 113.9977443 22.4587627, 113.99771 22.458797, 113.9976741 22.4588273, 113.9976428 22.4588519, 113.9976158 22.458871, 113.9975785 22.4588942, 113.9975437 22.4589133, 113.9975155 22.4589272, 113.9974835 22.4589416, 113.997455 22.4589535, 113.9974197 22.4589671, 113.9973889 22.4589777, 113.9973546 22.4589885, 113.9973244 22.4589971, 113.9972712 22.4590108, 113.9972349 22.459019, 113.9972094 22.4590257, 113.997182 22.4590349, 113.9971512 22.4590477, 113.9971245 22.4590627, 113.997099 22.4590805, 113.997079 22.4590996, 113.9970616 22.4591195, 113.9970463 22.4591425, 113.9970348 22.4591672, 113.9970258 22.4591929, 113.9970202 22.4592171, 113.9970168 22.4592413, 113.9970161 22.4592654, 113.9970182 22.4592902, 113.997023 22.4593142, 113.9970313 22.4593382, 113.997042 22.4593598, 113.997057 22.4593833, 113.9970771 22.4594061, 113.997099 22.4594255, 113.9971224 22.4594412, 113.997148 22.4594543, 113.9971712 22.4594637, 113.997196 22.4594707, 113.9972215 22.4594748, 113.9972456 22.4594772, 113.9972802 22.4594765, 113.9973188 22.4594706, 113.9973359 22.4594663, 113.9973541 22.4594599, 113.9973745 22.4594505, 113.9973907 22.4594414, 113.997409 22.459429, 113.9974248 22.4594152, 113.9974421 22.4593948, 113.9974661 22.4593622, 113.9974867 22.4593314)"
166899727,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0019648 22.46107, 114.0020832 22.4608637, 114.0021596 22.460731, 114.0022213 22.4606115)"
167070551,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0059355 22.4494801, 114.006092 22.4496331)"
167070552,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0051453 22.4483923, 114.0051142 22.4483812)"
167070554,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0044798 22.4470528, 114.0043829 22.447227, 114.0042416 22.4475091)"
167070557,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.005371 22.4484998, 114.0053032 22.4484818, 114.0052118 22.4484902)"
167070794,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0039314 22.4482625, 114.0040449 22.448006, 114.0040654 22.4479602, 114.0040973 22.4478879, 114.0041326 22.4478066)"
167070795,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0039314 22.4482625, 114.0039439 22.4482393, 114.003959 22.4482148, 114.0040491 22.4480803, 114.0040656 22.448057, 114.0040794 22.4480401, 114.0040977 22.4480217, 114.0041222 22.4480028, 114.0041497 22.4479865, 114.004181 22.4479731, 114.0042083 22.4479656, 114.0042383 22.4479606, 114.0042644 22.4479592, 114.00429 22.4479617)"
167070797,6102,light_rail,輕鐵 Light Rail,1,T,F,"LINESTRING (114.0068359 22.451388, 114.0070832 22.451029, 114.0071191 22.4509605, 114.0071413 22.4508917, 114.0071578 22.4508109, 114.0071603 22.4507183, 114.0071485 22.4506367, 114.0071248 22.4505579, 114.0070809 22.4504633, 114.0070351 22.4503935, 114.0069456 22.4502841, 114.0068457 22.4501828)"
169607959,6103,subway,,-2,F,T,"LINESTRING (114.2344476 22.3023818, 114.2345479 22.302623, 114.2346074 22.3027903, 114.2346404 22.3029708, 114.2346653 22.3032947, 114.2346734 22.303582, 114.2346686 22.3037877, 114.2346457 22.3040167, 114.2346029 22.3042521, 114.2345658 22.3044069, 114.2345204 22.3045694)"
169607960,6103,subway,,1,T,F,"LINESTRING (114.2337753 22.3014483, 114.2339194 22.3016032, 114.2340452 22.3017438, 114.2341349 22.3018528, 114.2342234 22.3019786, 114.2343054 22.3021107, 114.2343813 22.3022398, 114.2344476 22.3023818)"
169702792,6103,subway,,0,F,F,"LINESTRING (114.2397433 22.2747152, 114.239416 22.274946, 114.2392988 22.2750591, 114.2392382 22.2751176)"
169702793,6103,subway,,0,F,F,"LINESTRING (114.240814 22.2735059, 114.240823 22.2733598, 114.2408273 22.2732336)"
169702794,6103,subway,,0,F,F,"LINESTRING (114.2411131 22.2729861, 114.240903 22.2734213, 114.2408538 22.273541)"
169702795,6103,subway,,0,F,T,"LINESTRING (114.2373264 22.2781724, 114.2396669 22.275431)"
169702796,6103,subway,,0,F,T,"LINESTRING (114.2377974 22.2785143, 114.2400268 22.2759004, 114.2401287 22.2757686)"
169702797,6103,subway,,0,F,T,"LINESTRING (114.2372027 22.278082, 114.2395432 22.2753406)"
169702798,6103,subway,,0,F,T,"LINESTRING (114.2374134 22.2782361, 114.2397539 22.2754946)"
169702799,6103,subway,,0,F,F,"LINESTRING (114.2397352 22.2748269, 114.2395045 22.2750205, 114.2393981 22.2751338, 114.2393421 22.2751935)"
169702800,6103,subway,,0,F,F,"LINESTRING (114.2404272 22.2754647, 114.2407035 22.2745017, 114.2407386 22.2743358, 114.2407571 22.2741865, 114.2407722 22.2739235)"
169702801,6103,subway,,0,F,T,"LINESTRING (114.2373647 22.2782004, 114.2397052 22.275459)"
169702802,6103,subway,,0,F,F,"LINESTRING (114.2400249 22.2745414, 114.2397433 22.2747152, 114.2394375 22.2750031, 114.2393535 22.2751003, 114.2392997 22.2751625)"
169702803,6103,subway,,0,F,F,"LINESTRING (114.2400249 22.2745414, 114.2396038 22.2747375, 114.2393061 22.2749683, 114.2392523 22.2750241, 114.2391935 22.2750849)"
169702804,6103,subway,,0,F,T,"LINESTRING (114.2375278 22.2783197, 114.2398683 22.2755782)"
169702805,6103,subway,,0,F,T,"LINESTRING (114.2374884 22.2782908, 114.2398289 22.2755494)"
169702806,6103,subway,,0,F,F,"LINESTRING (114.2410755 22.27279, 114.2408538 22.273541, 114.2408235 22.2736453, 114.2407829 22.2737854, 114.2406606 22.2742634)"
169702807,6103,subway,,0,F,T,"LINESTRING (114.2376021 22.278374, 114.2399426 22.2756325)"
169702808,6103,subway,,0,F,T,"LINESTRING (114.237679 22.2784302, 114.2400195 22.2756888)"
169702809,6103,subway,,2,T,F,"LINESTRING (114.2386931 22.267795, 114.238807 22.2680505, 114.238898 22.268264, 114.2389758 22.2684526)"
169702810,6103,subway,,0,F,T,"LINESTRING (114.2377125 22.2784547, 114.240053 22.2757133)"
169702811,6103,subway,,0,F,T,"LINESTRING (114.2371547 22.2780469, 114.2394952 22.2753054)"
169702812,6103,subway,,0,F,T,"LINESTRING (114.2376141 22.2773185, 114.2393999 22.2752358)"
169702813,6103,subway,,0,F,T,"LINESTRING (114.2376601 22.2773513, 114.2394407 22.2752656)"
169702814,6103,subway,,2,T,F,"LINESTRING (114.2396973 22.269443, 114.2397885 22.2696565, 114.2398636 22.2698625, 114.2399494 22.2700561)"
169702815,6103,subway,,0,F,T,"LINESTRING (114.2376324 22.278396, 114.2399729 22.2756547)"
169702816,6103,subway,,0,F,T,"LINESTRING (114.2374479 22.2782612, 114.2397884 22.2755198)"
169702817,6103,subway,,0,F,T,"LINESTRING (114.2372484 22.2781154, 114.2395889 22.275374)"
169702818,6103,subway,,0,F,T,"LINESTRING (114.2377572 22.2784874, 114.2400977 22.2757459)"
169702819,6103,subway,,0,F,T,"LINESTRING (114.2372833 22.2781409, 114.2396238 22.2753995)"
169702820,6103,subway,,0,F,F,"LINESTRING (114.2408956 22.2728791, 114.2408794 22.2726193, 114.2408704 22.2725468, 114.2408581 22.2724738, 114.2408424 22.2724088, 114.2408249 22.2723464, 114.2408059 22.2722887, 114.2407835 22.2722286, 114.2407571 22.2721674, 114.2407218 22.272093, 114.2399401 22.2705865)"
169702821,6103,subway,,0,F,F,"LINESTRING (114.240757 22.2734979, 114.240823 22.2733598, 114.2408878 22.2732398)"
179445712,6104,tram,,0,F,F,"LINESTRING (114.1945812 22.2895, 114.194643 22.2895684, 114.1949384 22.2898954, 114.1949714 22.2899273, 114.1950044 22.2899569, 114.1950661 22.2900069, 114.1951186 22.2900428, 114.195174 22.290078, 114.1952138 22.2900993, 114.1953469 22.2901557)"
179445718,6104,tram,,0,F,F,"LINESTRING (114.1965341 22.2904318, 114.1971209 22.2905516, 114.1975746 22.2906452, 114.1985885 22.2908544, 114.1986379 22.2908646, 114.1987349 22.2908846, 114.1988843 22.2909156, 114.1989217 22.2909239, 114.1989407 22.2909288, 114.1989964 22.2909443, 114.1990963 22.2909684, 114.1996184 22.2910749, 114.1996313 22.2910769, 114.1997106 22.2910861, 114.1997236 22.2910881, 114.2002955 22.2912054, 114.2004384 22.2912347, 114.2008106 22.291311, 114.2016514 22.2914833, 114.2017575 22.2915049, 114.2029543 22.2917482, 114.2030088 22.2917592, 114.2030889 22.2917757)"
179445720,6104,tram,,5,F,F,"LINESTRING (114.203094 22.2917518, 114.2017629 22.2914806, 114.2016587 22.2914594, 114.200488 22.2912187, 114.2004445 22.2912098, 114.2003029 22.2911807, 114.1997335 22.2910637, 114.1997105 22.2910597, 114.1996441 22.2910523, 114.1996206 22.2910484, 114.1991023 22.2909429, 114.1990415 22.2909287, 114.1990024 22.2909186, 114.198948 22.2909036, 114.1989285 22.2908989, 114.1986739 22.2908448)"
179452215,6104,tram,,0,F,F,"LINESTRING (114.1946007 22.2894849, 114.1945606 22.2894403, 114.1944011 22.2892628, 114.1943809 22.2892403, 114.1943726 22.2892312, 114.1943644 22.2892221, 114.1942731 22.2891216, 114.1933941 22.2881423, 114.1933186 22.2880586, 114.1932668 22.2880018, 114.1932366 22.2879653, 114.1931954 22.2879137, 114.1931439 22.2878428, 114.1930917 22.2877624, 114.1930433 22.2876819, 114.1930242 22.2876452, 114.1930081 22.2876109, 114.1929723 22.2875223, 114.1929441 22.2874355, 114.1929235 22.2873554, 114.1929072 22.2872699, 114.1928983 22.2872078, 114.1928935 22.2871456, 114.1928896 22.2870244, 114.1928929 22.2869138, 114.1928938 22.2868939, 114.1929092 22.2866044, 114.1929145 22.2865007, 114.1929413 22.2859774, 114.192944 22.285871, 114.192945 22.2856969, 114.192942 22.2855879, 114.1929349 22.2854814, 114.1929245 22.2853844, 114.1929175 22.2853187, 114.1929067 22.2852409, 114.1928958 22.285163, 114.1928628 22.2850038, 114.1928034 22.2847449, 114.19275 22.2845042, 114.1927104 22.2843252, 114.1926902 22.2842256, 114.1925823 22.2836733, 114.1925562 22.2835707, 114.1925283 22.2834736, 114.1924809 22.2833356, 114.192455 22.2832675, 114.1924273 22.2832019, 114.1923017 22.2829351)"
179452216,6104,tram,,0,F,F,"LINESTRING (114.1922798 22.2829446, 114.1924033 22.2832082, 114.1924568 22.2833435, 114.1925041 22.2834794, 114.1925326 22.2835777, 114.1925592 22.2836807, 114.1926662 22.2842327, 114.1926877 22.2843291, 114.1927256 22.2845026, 114.1927785 22.2847423, 114.1928383 22.2850051, 114.1928725 22.2851705, 114.1928836 22.2852452, 114.1928949 22.2853213, 114.1929017 22.2853875, 114.1929112 22.2854805, 114.1929176 22.2855834, 114.1929216 22.2856914, 114.1929203 22.2858696, 114.1929132 22.2860723, 114.1928947 22.2864134, 114.19289 22.2865, 114.1928689 22.2868964, 114.1928678 22.2869107, 114.1928642 22.2870244, 114.192868 22.2871431, 114.1928725 22.2872083, 114.1928809 22.2872698, 114.1928977 22.287359, 114.1929184 22.2874402, 114.192948 22.2875326, 114.1929653 22.287578, 114.1929854 22.2876236, 114.1930166 22.2876858, 114.1930696 22.2877747, 114.193122 22.2878529, 114.1931761 22.2879276, 114.1932131 22.2879745, 114.1932436 22.2880103, 114.1933007 22.2880739, 114.1933759 22.2881583, 114.1942595 22.2891424, 114.1943452 22.2892369, 114.1943533 22.2892457, 114.1943613 22.2892546, 114.1945419 22.2894561, 114.1945812 22.2895)"
179467683,6104,tram,,0,F,F,"LINESTRING (114.1877428 22.2794603, 114.1876596 22.279411, 114.1876005 22.2793807, 114.1875465 22.2793566, 114.1875025 22.2793413, 114.1874537 22.2793293, 114.1874083 22.279323, 114.1873596 22.2793204, 114.1872817 22.2793214, 114.1872392 22.2793243, 114.1872107 22.2793284, 114.1871612 22.2793381, 114.1871391 22.2793442, 114.1870686 22.2793667, 114.1869846 22.2793935, 114.186902 22.2794202, 114.1868734 22.2794292)"
179467688,6104,tram,,0,F,F,"LINESTRING (114.1923017 22.2829351, 114.1922846 22.2829006, 114.1922152 22.282755, 114.1921545 22.2826291, 114.1921313 22.282584, 114.1921031 22.2825351, 114.1920693 22.282482, 114.1920222 22.2824161, 114.1919777 22.2823606, 114.1919286 22.2823059, 114.1918796 22.2822561, 114.1918219 22.2822023, 114.1917744 22.2821632, 114.1917196 22.2821212, 114.1916679 22.2820859, 114.1913487 22.2818708)"
182016468,6104,tram,,0,F,F,"LINESTRING (114.1270265 22.2830679, 114.1270799 22.2830836, 114.1271203 22.2831012, 114.1271621 22.2831153)"
182016469,6104,tram,,0,F,F,"LINESTRING (114.1314716 22.2852645, 114.1314102 22.2852147, 114.1309477 22.2848396, 114.1306889 22.2846295, 114.1306254 22.2845781, 114.1303747 22.2843747, 114.1296928 22.2838214, 114.1296568 22.2837923, 114.1296272 22.2837661, 114.129602 22.2837406, 114.1295794 22.2837152, 114.1295395 22.2836657, 114.1295202 22.2836455, 114.129497 22.283624, 114.12947 22.2836011, 114.129385 22.2835336, 114.1293574 22.2835144, 114.1293289 22.2834974, 114.1292945 22.28348, 114.1292558 22.2834635, 114.1292146 22.2834496, 114.1291769 22.2834406, 114.129053 22.283418, 114.128934 22.2833959, 114.1288572 22.2833814, 114.1281526 22.2832593, 114.1280721 22.2832465)"
182016470,6104,tram,,0,F,F,"LINESTRING (114.1261872 22.2822573, 114.126168 22.2822613, 114.1261544 22.2822653, 114.1261376 22.2822723, 114.1261205 22.2822826, 114.126107 22.2822935, 114.1260965 22.2823045, 114.1260862 22.282318, 114.126079 22.2823307, 114.1260747 22.2823412, 114.1260717 22.2823519, 114.1260529 22.2824461, 114.1259808 22.2828078, 114.1259789 22.2828245, 114.125979 22.2828377, 114.1259824 22.2828562, 114.1259878 22.2828723, 114.1259938 22.2828845, 114.1260014 22.2828962, 114.12601 22.2829063, 114.1260176 22.2829138, 114.1260271 22.2829218)"
187110717,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0359968 22.4453169, 114.036013 22.4452711, 114.0360215 22.4452236, 114.0360221 22.4451755, 114.0360147 22.4451278, 114.0359996 22.4450817, 114.0359862 22.4450435, 114.0359665 22.4450077, 114.0359411 22.444975, 114.0359107 22.4449463, 114.0358687 22.4449181, 114.035822 22.4448974, 114.0357719 22.4448848, 114.0357202 22.4448808, 114.0356742 22.444882, 114.0356293 22.4448911, 114.0355868 22.4449075, 114.0355484 22.4449309, 114.0355137 22.4449621, 114.0354861 22.4449988, 114.0354666 22.4450398)"
187110719,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0354666 22.4450398, 114.0354579 22.4450692, 114.03542 22.4452166, 114.035389 22.4452862, 114.0353408 22.445351, 114.0352758 22.4453716, 114.0349203 22.4453776, 114.0346922 22.4453818, 114.0346164 22.4453964, 114.034531 22.445435, 114.0343312 22.4455793, 114.0342964 22.4455969, 114.0342676 22.4456074, 114.0339951 22.4456467)"
187110722,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0328056 22.4452313, 114.0328507 22.4452822, 114.0328865 22.4453225, 114.0329202 22.4453601, 114.0329673 22.4454132, 114.0330123 22.4454588, 114.0330584 22.4455011, 114.033111 22.4455452, 114.0331771 22.4455951, 114.0332339 22.4456332, 114.0333107 22.4456795, 114.0333689 22.4457109, 114.0334263 22.4457374, 114.0334787 22.445758, 114.0335335 22.445776, 114.0335811 22.4457891, 114.0336281 22.4457999, 114.0337185 22.445818, 114.0338109 22.4458281, 114.033904 22.4458304, 114.0339968 22.445825, 114.0340888 22.4458118)"
187110724,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0327309 22.445099, 114.0326797 22.4450427, 114.0323472 22.4446709, 114.0323126 22.4446339, 114.0322829 22.4446044, 114.0322565 22.4445809, 114.032231 22.4445598, 114.0322002 22.4445358, 114.032172 22.4445177, 114.0321441 22.444503, 114.0321172 22.4444903, 114.032081 22.4444752, 114.0320485 22.4444633, 114.032014 22.4444529, 114.0319679 22.4444421, 114.0319212 22.444434, 114.0318706 22.4444275, 114.0318124 22.4444228, 114.0317689 22.4444209, 114.0300959 22.4444474, 114.0297107 22.4444508, 114.0296716 22.4444511, 114.0294756 22.4444514, 114.0293365 22.4444563, 114.029295 22.444457, 114.0279452 22.4444809, 114.0273253 22.4444841, 114.0270066 22.4444866, 114.0259777 22.4444946)"
187241873,6102,light_rail,輕鐵 Light Rail,0,F,F,"LINESTRING (114.0259822 22.444536, 114.0266578 22.444527, 114.0270074 22.4445252, 114.0279358 22.4445175, 114.029088 22.4445019, 114.0292976 22.444494, 114.0293395 22.4444924, 114.0295025 22.4444885, 114.0296726 22.4444876, 114.0316802 22.4444543, 114.0317309 22.4444553, 114.0318013 22.4444593, 114.0318605 22.4444664, 114.0319217 22.4444758, 114.0319847 22.4444888, 114.0320308 22.4445011, 114.0320632 22.4445126, 114.0320993 22.4445276, 114.0321288 22.4445428, 114.0321712 22.4445691, 114.0322122 22.4445999, 114.0322648 22.4446424, 114.0323076 22.4446811, 114.0323447 22.4447179, 114.0323953 22.4447714, 114.0325898 22.4449898, 114.0326544 22.4450628, 114.0327046 22.4451188)"
187241874,6102,light_rail,輕鐵 Light Rail,1,T,F,"LINESTRING (114.025646 22.4445437, 114.0259822 22.444536)"
190670648,6101,rail,港鐵東鐵綫 MTR East Rail Line,1,T,F,"LINESTRING (114.1726802 22.4445376, 114.1720271 22.4445094)"
190670649,6101,rail,港鐵東鐵綫 MTR East Rail Line,0,T,F,"LINESTRING (114.1716743 22.444586, 114.1720266 22.444585)"
190670650,6101,rail,港鐵東鐵綫 MTR East Rail Line,0,F,F,"LINESTRING (114.1726255 22.4445924, 114.172663 22.4445927)"
190670651,6101,rail,港鐵東鐵綫 MTR East Rail Line,0,F,F,"LINESTRING (114.1628547 22.4490924, 114.1638052 22.4479941, 114.1644808 22.4472104, 114.1646681 22.4469958, 114.1648223 22.4468253, 114.1649518 22.4466892, 114.1650988 22.446547, 114.1652044 22.4464478, 114.1653003 22.446364, 114.1654736 22.4462207, 114.1656469 22.4460857, 114.1658287 22.4459567, 114.1662533 22.4456894)"
192243920,6101,rail,港鐵屯馬綫 MTR Tuen Ma Line,2,T,F,"LINESTRING (114.0413226 22.446178, 114.0408058 22.4461372, 114.0404275 22.4460973, 114.0402825 22.446082, 114.0397222 22.4460279, 114.0390441 22.4459777, 114.0384115 22.4459522, 114.037858 22.4459481, 114.0371669 22.4459536, 114.0361583 22.4459674, 114.0352445 22.4459701, 114.0343307 22.4459728, 114.0334058 22.4459948, 114.0332376 22.4460062, 114.0330921 22.4460222, 114.0329228 22.4460449, 114.0327569 22.4460738, 114.0326409 22.4460978, 114.0325237 22.4461249, 114.0323775 22.4461631, 114.0322004 22.4462156, 114.0320807 22.4462555, 114.0319401 22.4463081, 114.0318324 22.4463514, 114.0317025 22.4464072, 114.0312575 22.446623, 114.031074 22.446714, 114.030511 22.4470013, 114.0304258 22.4470413, 114.03014 22.4471684, 114.0300442 22.4472092, 114.0299368 22.4472522, 114.0298251 22.4472937, 114.0297229 22.4473289, 114.0296354 22.447357, 114.029527 22.4473892, 114.0294327 22.4474148, 114.0293439 22.4474365, 114.0292423 22.4474592, 114.0291401 22.4474797, 114.0290539 22.4474951, 114.0289728 22.4475077, 114.0288771 22.4475209, 114.028736 22.4475367, 114.0285718 22.4475511, 114.0284194 22.4475602, 114.0282715 22.4475653, 114.0272881 22.447581, 114.026675 22.4475853, 114.0263475 22.4475863, 114.0254341 22.447583, 114.0245207 22.4475797, 114.0236086 22.4475816, 114.0229641 22.4475814, 114.0227476 22.4475902, 114.0225033 22.447605, 114.0223028 22.4476218, 114.0221031 22.4476424, 114.0219188 22.4476649, 114.0216873 22.4476974, 114.0215562 22.4477181, 114.0213042 22.4477628, 114.0210198 22.4478215, 114.0207914 22.4478739, 114.0206207 22.4479169, 114.0204479 22.4479639, 114.0202498 22.4480216, 114.0200507 22.4480839, 114.0198324 22.4481572, 114.0196009 22.4482405, 114.0131238 22.4506582, 114.0128869 22.45075, 114.0127905 22.4507854, 114.0126367 22.4508393, 114.0124216 22.4509087, 114.0122509 22.4509596, 114.0120628 22.4510109, 114.0119411 22.4510418, 114.0117752 22.4510806, 114.0116304 22.4511115, 114.011499 22.4511346, 114.0113471 22.4511579, 114.0112064 22.4511761, 114.0110129 22.451196, 114.010887 22.4512057, 114.0107477 22.4512136, 114.0106317 22.4512175, 114.0104962 22.45122, 114.0103483 22.4512188, 114.010183 22.4512133, 114.0100663 22.4512071, 114.0099379 22.4511975, 114.0097759 22.4511814, 114.0096185 22.451162, 114.009467 22.4511396, 114.0092656 22.4511041, 114.0091335 22.4510769, 114.0089886 22.451044, 114.0088443 22.4510075, 114.0086992 22.4509669, 114.0085357 22.4509168, 114.008408 22.4508736, 114.0082169 22.4508035, 114.0080938 22.4507547, 114.0079622 22.4506988, 114.0078417 22.4506446, 114.0076838 22.4505687, 114.0074936 22.4504695, 114.0073088 22.4503643, 114.0071319 22.4502557, 114.0069921 22.4501636, 114.0068692 22.4500772, 114.0067445 22.4499848, 114.006594 22.4498666, 114.0064921 22.4497821, 114.0064109 22.4497114, 114.006328 22.4496365, 114.0062152 22.4495285, 114.0053126 22.4486651, 114.004696 22.4480421, 114.0040795 22.4474191, 114.0030077 22.4463414, 114.00269 22.446023, 114.0024677 22.4458007, 114.0023283 22.4456771, 114.0021626 22.4455409, 114.001943 22.4453695, 114.0016528 22.4451718, 114.0013329 22.4449591, 114.000909 22.444728, 113.9991882 22.4439525, 113.9968082 22.4428131, 113.9964861 22.4426531, 113.9961354 22.4424642, 113.9958485 22.4423033, 113.9955451 22.4421201, 113.9949096 22.4416936, 113.9943403 22.4412634, 113.9937693 22.4407759, 113.9934305 22.4404563, 113.9930004 22.4400119, 113.9926608 22.4396273, 113.9923537 22.4392475, 113.9920942 22.4389015, 113.991759 22.4384093, 113.9915198 22.4380215, 113.9912969 22.4376258, 113.9912136 22.4374689, 113.9911021 22.4372478, 113.9909979 22.4370323, 113.9863106 22.4271134, 113.9846484 22.4236012, 113.9844073 22.4231046, 113.9842166 22.4227243, 113.9840327 22.4223752, 113.9836266 22.4216452, 113.9826891 22.4199851, 113.9817953 22.4184004, 113.9815558 22.4179452, 113.9808148 22.4164935, 113.9803978 22.4156774, 113.9800982 22.4150494, 113.979983 22.4147917, 113.9798556 22.4144423)"
