Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.18165,22.31701,819780,836760,3675619784T20170921,,九龍城區,九龍,,,,,,座,7,ONE HOMANTIN,,,,,,,,常富街,1,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,7,Y,ONE HOMANTIN,,,,,,,,SHEUNG FOO STREET,1,,3675619784T20170921
Point,114.20078,22.32882,821088,838731,3873121088T20160907,,九龍城區,九龍,,,,,,座,3,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,3,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3873121088T20160907
Point,114.19991,22.32948,821160,838642,3864321161T20160907,,九龍城區,九龍,,,,,,座,5,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,5,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3864321161T20160907
Point,114.20033,22.32942,821154,838684,3868421155T20160907,,九龍城區,九龍,,,,,,座,8,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,8,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3868421155T20160907
Point,114.20135,22.32701,820887,838789,3879920872T20190627,,九龍城區,九龍,,,,,,座,5,龍譽,,,,,,,,沐寧街,9,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,5,Y,VIBE CENTRO,,,,,,,,MUK NING STREET,9,,3879920872T20190627
Point,114.18016,22.32903,821110,836607,3659521127T20160115,東華三院黃笏南中學,九龍城區,九龍,,,,,,,,,,,,,,,,牛津道,1C,,TWGHS WONG FUT NAM COLLEGE,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,OXFORD ROAD,1C,,3660721111T20160115
Point,114.17767,22.34088,822423,836350,3635022424T20131111,1 & 3 EDE ROAD,九龍城區,九龍,,,,,,座,2,,,,,,,,,義德道,3,,1 & 3 EDE ROAD,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,2,Y,,,,,,,,,EDE ROAD,3,,3635022424T20131111
Point,114.18919,22.31294,819329,837537,3753819325T20190823,,九龍城區,九龍,,,,,,座,1A,環海．東岸,,,,,,,,崇安街,23,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,1A,Y,UPPER EAST,,,,,,,,SUNG ON STREET,23,,3753819325T20190823
Point,114.18894,22.31305,819341,837511,3751219341T20190823,,九龍城區,九龍,,,,,,座,1B,環海．東岸,,,,,,,,崇安街,23,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,1B,Y,UPPER EAST,,,,,,,,SUNG ON STREET,23,,3751219341T20190823
Point,114.18882,22.31292,819326,837499,3750019327T20190823,,九龍城區,九龍,,,,,,座,1C,環海．東岸,,,,,,,,崇安街,23,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,1C,Y,UPPER EAST,,,,,,,,SUNG ON STREET,23,,3750019327T20190823
