Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.1538,22.27537,815169,833890,3389215177T20050430,,中西區,香港,,,,,,,,女子俱樂部,,,,,,,,舊山頂道,10,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,LADIES' RECREATION CLUB,,,,,,,,OLD PEAK ROAD,10,,3389215177T20050430
Point,114.14686,22.27536,815168,833174,3317715167T20050430,豐林閣Ｍ座,中西區,香港,,,,,,,,豐林閣,,,,,,,,柯士甸山道,24,28,OVERTHORPE BLOCK M,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,OVERTHORPE,,,,,,,,MOUNT AUSTIN ROAD,24,28,3317715167T20050430
Point,114.1306,22.28035,815721,831499,3150215727T20050916,馬禮遜堂,中西區,香港,,,,,,,,香港大學賽馬會第二舍堂村,,,,,,,,薄扶林道,109,,MORRISON HALL,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,THE UNIVERSITY OF HONG KONG JOCKEY CLUB STUDENT VILLAGE 2,,,,,,,,POK FU LAM ROAD,109,,3150215727T20050916
Point,114.15122,22.26551,814076,833624,3362114081T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8,,CHATEAU DE PEAK 8C,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8,,3362114081T20050430
Point,114.15071,22.26546,814071,833571,3356814075T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8,,CHATEAU DE PEAK 8F,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8,,3356814075T20050430
Point,114.15091,22.26542,814067,833591,3358814071T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8,,CHATEAU DE PEAK 8E,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8,,3358814071T20050430
Point,114.15091,22.26542,814067,833591,3358814071T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8E,,CHATEAU DE PEAK 8E,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8E,,3358814071T20050430
Point,114.14761,22.28508,816244,833252,3325516249T20050430,百姓廟,中西區,香港,,,,,,,,,,,,,,,,太平山街,40,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,,,,,,,,,TAI PING SHAN STREET,40,,3325516249T20050430
Point,114.15825,22.26833,814389,834348,3434814387T20200609,,中西區,香港,,,,,,,,,,,,,,,,普樂道,8,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,,,,,,,,,POLLOCK'S PATH,8,,3434814387T20200609
Point,114.14701,22.26331,813834,833190,3319113834T20050430,嘉麗園第１０座,中西區,香港,,,,,,,,嘉麗園,,,,,,,,加列山道,65,69,KELLETT VIEW TOWN HOUSES BLOCK 10,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,KELLETT VIEW TOWN HOUSES,,,,,,,,MOUNT KELLETT ROAD,65,69,3319113834T20050430
