Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.1491,22.50696,840814,833411,3341140816T20050430,,北區,新界,,,,,,,,,,,,新圍,35,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SAN WAI,35,,,,,,3341140816T20050430
Point,114.14061,22.49725,839739,832537,3253539738T20050430,,北區,新界,,,,,,,,,,,,粉嶺樓,22,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,FAN LENG LAU,22,,,,,,3253539738T20050430
Point,114.12488,22.50841,840975,830918,3092040976T20050430,,北區,新界,,,,,,,,,,,,莆上村第十二巷,13,14,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,PO SHEUNG TSUEN LANE NO.12,13,14,,,,,3092040976T20050430
Point,114.12325,22.52733,843070,830752,3074843071T20050430,,北區,新界,,,,,,,,,,,,沙嶺,73,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SHA LING,73,,,,,,3074843071T20050430
Point,114.17278,22.51492,841695,835846,3584541696T20050430,,北區,新界,,,,,,,,,,,,簡頭村,32A,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KAN TAU TSUEN,32A,,,,,,3584541696T20050430
Point,114.16052,22.50975,841123,834585,3458641123T20050430,,北區,新界,,,,,,,,,,,,軍地,61,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI,61,,,,,,3458641123T20050430
Point,114.16018,22.50891,841030,834550,3455141030T20050430,,北區,新界,,,,,,,,,,,,軍地,16B,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI,16B,,,,,,3455141030T20050430
Point,114.15069,22.49946,839984,833574,3357539984T20050430,,北區,新界,,,,,,,,,,,,麻笏村,53,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MA WAT TSUEN,53,,,,,,3357539984T20050430
Point,114.13759,22.48813,838730,832226,3222638730T20050430,,北區,新界,,,,,,,,,,,,蝴蝶山村,22,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,WU TIP SHAN VILLAGE,22,,,,,,3222638730T20050430
Point,114.12275,22.5094,841084,830699,3070041084T20050430,,北區,新界,,,,,,,,,,,,圍內村第十二巷,12,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,WAI LOI TSUEN LANE 12,12,,,,,,3070041084T20050430
